"experiment"	"construct batch"	"gene"	"clone_id"	"cloneid"	"left_arm_length"	"right_arm_length"
"PbSTM48"	"barseq_0037"	"PBANKA_050570"	143860	"PbGEM-230776"	4134	1144
"PbSTM48"	"barseq_0037"	"PBANKA_051140"	178833	"PbGEM-231569"	5217	1531
"PbSTM48"	"barseq_0037"	"PBANKA_051220"	22923	"PbGEM-015197"	785	4234
"PbSTM48"	"barseq_0037"	"PBANKA_051560"	211130	"PbGEM-275514"	4508	2568
"PbSTM48"	"barseq_0037"	"PBANKA_051630"	142417	"PbGEM-232246"	2539	4530
"PbSTM48"	"barseq_0037"	"PBANKA_052010"	240730	"PbGEM-329795"	1608	1001
"PbSTM48"	"barseq_0037"	"PBANKA_061520"	275545	"PbGEM-234446"	1281	6714
"PbSTM48"	"barseq_0037"	"PBANKA_061880"	22912	"PbGEM-019636"	2746	1594
"PbSTM48"	"barseq_0037"	"PBANKA_070100"	143138	"PbGEM-232966"	2726	3087
"PbSTM48"	"barseq_0037"	"PBANKA_070220"	143024	"PbGEM-264356"	3359	3557
"PbSTM48"	"barseq_0037"	"PBANKA_070410"	23033	"PbGEM-088775"	4984	1261
"PbSTM48"	"barseq_0037"	"PBANKA_071670"	178984	"PbGEM-236237"	4947	1689
"PbSTM48"	"barseq_0037"	"PBANKA_080910"	209102	"PbGEM-283834"	2110	5663
"PbSTM48"	"barseq_0037"	"PBANKA_081280"	208935	"PbGEM-284146"	4746	2366
"PbSTM48"	"barseq_0037"	"PBANKA_081840"	240728	"PbGEM-331667"	1001	3362
"PbSTM48"	"barseq_0037"	"PBANKA_081910"	210159	"PbGEM-284922"	2323	4172
"PbSTM48"	"barseq_0037"	"PBANKA_082450"	22548	"PbGEM-091576"	4634	1665
"PbSTM48"	"barseq_0037"	"PBANKA_082490"	270195	"PbGEM-259516"	2075	1997
"PbSTM48"	"barseq_0037"	"PBANKA_082710"	22018	"PbGEM-091747"	1225	3218
"PbSTM48"	"barseq_0037"	"PBANKA_082750"	22893	"PbGEM-026953"	754	5215
"PbSTM48"	"barseq_0037"	"PBANKA_082930"	246289	"PbGEM-285946"	3728	4189
"PbSTM48"	"barseq_0037"	"PBANKA_082960"	22012	"PbGEM-091930"	2952	1721
"PbSTM48"	"barseq_0037"	"PBANKA_083170"	180663	"PbGEM-260028"	5163	650
"PbSTM48"	"barseq_0037"	"PBANKA_083180"	210011	"PbGEM-286250"	2556	1348
"PbSTM48"	"barseq_0037"	"PBANKA_083200"	210012	"PbGEM-286266"	1517	7469
"PbSTM48"	"barseq_0037"	"PBANKA_090040"	212204	"PbGEM-332171"	6518	1001
"PbSTM48"	"barseq_0037"	"PBANKA_090140"	23014	"PbGEM-092506"	4971	612
"PbSTM48"	"barseq_0037"	"PBANKA_090590"	188072	"PbGEM-260788"	2920	3621
"PbSTM48"	"barseq_0037"	"PBANKA_090780"	211263	"PbGEM-287946"	3990	1905
"PbSTM48"	"barseq_0037"	"PBANKA_091130"	208921	"PbGEM-288370"	1022	6438
"PbSTM48"	"barseq_0037"	"PBANKA_091140"	232730	"PbGEM-332483"	7077	1001
"PbSTM48"	"barseq_0037"	"PBANKA_091660"	178827	"PbGEM-239300"	664	2681
"PbSTM48"	"barseq_0037"	"PBANKA_092550"	22054	"PbGEM-111850"	401	4033
"PbSTM48"	"barseq_0037"	"PBANKA_092910"	210003	"PbGEM-290624"	4369	2035
"PbSTM48"	"barseq_0037"	"PBANKA_093080"	23417	"PbGEM-032387"	2553	4195
"PbSTM48"	"barseq_0037"	"PBANKA_093090"	208041	"PbGEM-342316"	2211	3805
"PbSTM48"	"barseq_0037"	"PBANKA_093660"	207886	"PbGEM-342348"	3543	2028
"PbSTM48"	"barseq_0037"	"PBANKA_093850"	22959	"PbGEM-033491"	7681	855
"PbSTM48"	"barseq_0037"	"PBANKA_093890"	187949	"PbGEM-291880"	2832	1564
"PbSTM48"	"barseq_0037"	"PBANKA_100790"	23364	"PbGEM-035437"	8522	647
"PbSTM48"	"barseq_0037"	"PBANKA_100970"	234981	"PbGEM-293896"	3058	4159
"PbSTM48"	"barseq_0037"	"PBANKA_101520"	143946	"PbGEM-263108"	4790	1679
"PbSTM48"	"barseq_0037"	"PBANKA_103410"	143895	"PbGEM-242674"	2569	1577
"PbSTM48"	"barseq_0037"	"PBANKA_103760"	180632	"PbGEM-243448"	4949	931
"PbSTM48"	"barseq_0037"	"PBANKA_110230"	228428	"PbGEM-334675"	5438	1001
"PbSTM48"	"barseq_0037"	"PBANKA_111060"	23322	"PbGEM-041538"	6745	663
"PbSTM48"	"barseq_0037"	"PBANKA_111440"	180662	"PbGEM-244357"	1267	3011
"PbSTM48"	"barseq_0037"	"PBANKA_112270"	144786	"PbGEM-246785"	2029	401
"PbSTM48"	"barseq_0037"	"PBANKA_112280"	22861	"PbGEM-043245"	7100	1360
"PbSTM48"	"barseq_0037"	"PBANKA_112780"	180683	"PbGEM-248353"	4968	1029
"PbSTM48"	"barseq_0037"	"PBANKA_112890"	257296	"PbGEM-301306"	3529	2463
"PbSTM48"	"barseq_0037"	"PBANKA_114230"	218759	"PbGEM-335923"	5910	1001
"PbSTM48"	"barseq_0037"	"PBANKA_120640"	23128	"PbGEM-101822"	4887	940
"PbSTM48"	"barseq_0037"	"PBANKA_121010"	143968	"PbGEM-246270"	5686	401
"PbSTM48"	"barseq_0037"	"PBANKA_121220"	152441	"PbGEM-305242"	4337	2098
"PbSTM48"	"barseq_0037"	"PBANKA_122200"	209981	"PbGEM-306506"	1068	4791
"PbSTM48"	"barseq_0037"	"PBANKA_122410"	209988	"PbGEM-306778"	5388	2215
"PbSTM48"	"barseq_0037"	"PBANKA_122840"	23015	"PbGEM-103204"	1260	2520
"PbSTM48"	"barseq_0037"	"PBANKA_122960"	246290	"PbGEM-307522"	4014	3696
"PbSTM48"	"barseq_0037"	"PBANKA_123430"	210018	"PbGEM-337083"	1001	2407
"PbSTM48"	"barseq_0037"	"PBANKA_123820"	143916	"PbGEM-261556"	1164	3915
"PbSTM48"	"barseq_0037"	"PBANKA_124100"	23307	"PbGEM-052172"	401	7151
"PbSTM48"	"barseq_0037"	"PBANKA_124670"	23326	"PbGEM-052974"	5292	3009
"PbSTM48"	"barseq_0037"	"PBANKA_130620"	22937	"PbGEM-053942"	4897	2000
"PbSTM48"	"barseq_0037"	"PBANKA_131600"	182861	"PbGEM-264692"	8137	401
"PbSTM48"	"barseq_0037"	"PBANKA_131670"	239642	"PbGEM-312157"	6638	2979
"PbSTM48"	"barseq_0037"	"PBANKA_132090"	134757	"PbGEM-253918"	4679	3762
"PbSTM48"	"barseq_0037"	"PBANKA_133730"	211079	"PbGEM-338443"	5038	1001
"PbSTM48"	"barseq_0037"	"PBANKA_134640"	154499	"PbGEM-316019"	6424	2208
"PbSTM48"	"barseq_0037"	"PBANKA_134720"	208004	"PbGEM-343156"	3523	1951
"PbSTM48"	"barseq_0037"	"PBANKA_136000"	23102	"PbGEM-108701"	3900	875
"PbSTM48"	"barseq_0037"	"PBANKA_136050"	23048	"PbGEM-108739"	834	5927
"PbSTM48"	"barseq_0037"	"PBANKA_136320"	23469	"PbGEM-108933"	1059	4803
"PbSTM48"	"barseq_0037"	"PBANKA_140790"	23445	"PbGEM-109573"	2229	2616
"PbSTM48"	"barseq_0037"	"PBANKA_141110"	143831	"PbGEM-319971"	4691	4441
"PbSTM48"	"barseq_0037"	"PBANKA_142600"	134955	"PbGEM-253924"	1346	6039
"PbSTM48"	"barseq_0037"	"PBANKA_142890"	189446	"PbGEM-340043"	4800	1001
"PbSTM48"	"barseq_0037"	"PBANKA_143620"	143882	"PbGEM-257004"	773	1370
"PbSTM48"	"barseq_0037"	"PBANKA_144560"	23608	"PbGEM-072506"	2460	2257
"PbSTM48"	"barseq_0037"	"PBANKA_144690"	143899	"PbGEM-256413"	1987	4511
"PbSTM48"	"barseq_0037"	"PBANKA_146050"	23609	"PbGEM-072542"	2815	4647
"PbSTM48"	"barseq_0037"	"PBANKA_146100"	189357	"PbGEM-341107"	1001	8490
"PbSTM48"	"barseq_0037"	"PBANKA_146460"	189342	"PbGEM-326555"	1806	5507
						
"PbSTM56"	"barseq_0044"	"PBANKA_143480"	21851	"PbGEM-067146"	2084	746
"PbSTM56"	"barseq_0044"	"PBANKA_060280"	21901	"PbGEM-017355"	3667	2285
"PbSTM56"	"barseq_0044"	"PBANKA_071200"	22077	"PbGEM-111882"	1889	3297
"PbSTM56"	"barseq_0044"	"PBANKA_080220"	22154	"PbGEM-023655"	2745	1034
"PbSTM56"	"barseq_0044"	"PBANKA_093020"	22176	"PbGEM-112473"	1837	4440
"PbSTM56"	"barseq_0044"	"PBANKA_062320"	22239	"PbGEM-088411"	3990	697
"PbSTM56"	"barseq_0044"	"PBANKA_121190"	22243	"PbGEM-102240"	1949	515
"PbSTM56"	"barseq_0044"	"PBANKA_080320"	22248	"PbGEM-090247"	4953	1117
"PbSTM56"	"barseq_0044"	"PBANKA_103320"	22422	"PbGEM-097527"	1066	4536
"PbSTM56"	"barseq_0044"	"PBANKA_052050"	22429	"PbGEM-086609"	2996	615
"PbSTM56"	"barseq_0044"	"PBANKA_110510"	22431	"PbGEM-098382"	922	1550
"PbSTM56"	"barseq_0044"	"PBANKA_101710"	22432	"PbGEM-096468"	4194	597
"PbSTM56"	"barseq_0044"	"PBANKA_021350"	22540	"PbGEM-008508"	7174	654
"PbSTM56"	"barseq_0044"	"PBANKA_090410"	22608	"PbGEM-092737"	6014	4471
"PbSTM56"	"barseq_0044"	"PBANKA_135520"	22614	"PbGEM-060754"	577	6560
"PbSTM56"	"barseq_0044"	"PBANKA_091170"	22623	"PbGEM-029891"	1318	1612
"PbSTM56"	"barseq_0044"	"PBANKA_122010"	22630	"PbGEM-049260"	2731	775
"PbSTM56"	"barseq_0044"	"PBANKA_111300"	22631	"PbGEM-041880"	804	5428
"PbSTM56"	"barseq_0044"	"PBANKA_082340"	22637	"PbGEM-026437"	711	4652
"PbSTM56"	"barseq_0044"	"PBANKA_140340"	22638	"PbGEM-062743"	1863	4429
"PbSTM56"	"barseq_0044"	"PBANKA_112420"	22641	"PbGEM-043455"	1753	1518
"PbSTM56"	"barseq_0044"	"PBANKA_082650"	22642	"PbGEM-026807"	1757	3747
"PbSTM56"	"barseq_0044"	"PBANKA_132810"	22644	"PbGEM-056941"	1470	4041
"PbSTM56"	"barseq_0044"	"PBANKA_102230"	22652	"PbGEM-037559"	5933	1743
"PbSTM56"	"barseq_0044"	"PBANKA_121730"	22657	"PbGEM-048854"	1984	5271
"PbSTM56"	"barseq_0044"	"PBANKA_101140"	22662	"PbGEM-035962"	1656	1713
"PbSTM56"	"barseq_0044"	"PBANKA_020380"	22664	"PbGEM-007164"	5658	560
"PbSTM56"	"barseq_0044"	"PBANKA_143420"	22665	"PbGEM-067050"	3212	1598
"PbSTM56"	"barseq_0044"	"PBANKA_140610"	22667	"PbGEM-063126"	575	4863
"PbSTM56"	"barseq_0044"	"PBANKA_145440"	22673	"PbGEM-070062"	1266	4260
"PbSTM56"	"barseq_0044"	"PBANKA_083260"	22683	"PbGEM-027695"	6137	551
"PbSTM56"	"barseq_0044"	"PBANKA_082870"	22687	"PbGEM-027131"	3448	2722
"PbSTM56"	"barseq_0044"	"PBANKA_040230"	22689	"PbGEM-011169"	941	5066
"PbSTM56"	"barseq_0044"	"PBANKA_093130"	22692	"PbGEM-032467"	5330	813
"PbSTM56"	"barseq_0044"	"PBANKA_050400"	22698	"PbGEM-013997"	2231	4066
"PbSTM56"	"barseq_0044"	"PBANKA_112560"	22701	"PbGEM-043672"	695	2736
"PbSTM56"	"barseq_0044"	"PBANKA_070650"	22712	"PbGEM-021205"	1857	2941
"PbSTM56"	"barseq_0044"	"PBANKA_040960"	22715	"PbGEM-012162"	562	6374
"PbSTM56"	"barseq_0044"	"PBANKA_103560"	22716	"PbGEM-039446"	3828	995
"PbSTM56"	"barseq_0044"	"PBANKA_091980"	22722	"PbGEM-030936"	1094	4870
"PbSTM56"	"barseq_0044"	"PBANKA_080820"	22725	"PbGEM-024572"	5240	1917
"PbSTM56"	"barseq_0044"	"PBANKA_080270"	22728	"PbGEM-023735"	4983	895
"PbSTM56"	"barseq_0044"	"PBANKA_130380"	22729	"PbGEM-053579"	6357	1310
"PbSTM56"	"barseq_0044"	"PBANKA_030230"	22730	"PbGEM-009046"	6741	1191
"PbSTM56"	"barseq_0044"	"PBANKA_140510"	22744	"PbGEM-062994"	5600	1548
"PbSTM56"	"barseq_0044"	"PBANKA_121620"	22745	"PbGEM-048678"	1017	5620
"PbSTM56"	"barseq_0044"	"PBANKA_134280"	22747	"PbGEM-058996"	6739	1038
"PbSTM56"	"barseq_0044"	"PBANKA_130890"	22750	"PbGEM-054353"	4384	854
"PbSTM56"	"barseq_0044"	"PBANKA_071560"	22762	"PbGEM-022521"	4658	749
"PbSTM56"	"barseq_0044"	"PBANKA_144890"	22766	"PbGEM-069252"	1813	4983
"PbSTM56"	"barseq_0044"	"PBANKA_103340"	22790	"PbGEM-039094"	5076	796
"PbSTM56"	"barseq_0044"	"PBANKA_122580"	22797	"PbGEM-050127"	3147	5209
"PbSTM56"	"barseq_0044"	"PBANKA_020640"	22803	"PbGEM-007536"	3121	3759
"PbSTM56"	"barseq_0044"	"PBANKA_133410"	22805	"PbGEM-057754"	8731	639
"PbSTM56"	"barseq_0044"	"PBANKA_051690"	22831	"PbGEM-015860"	1121	9616
"PbSTM56"	"barseq_0044"	"PBANKA_112490"	22850	"PbGEM-043567"	2567	5283
"PbSTM56"	"barseq_0044"	"PBANKA_142670"	22852	"PbGEM-065967"	1224	5395
"PbSTM56"	"barseq_0044"	"PBANKA_144260"	22853	"PbGEM-068335"	4725	1839
"PbSTM56"	"barseq_0044"	"PBANKA_134620"	22854	"PbGEM-059503"	979	7545
"PbSTM56"	"barseq_0044"	"PBANKA_101680"	22858	"PbGEM-036749"	959	7173
"PbSTM56"	"barseq_0044"	"PBANKA_112360"	22867	"PbGEM-043373"	7402	1154
"PbSTM56"	"barseq_0044"	"PBANKA_103000"	22869	"PbGEM-038613"	587	8336
"PbSTM56"	"barseq_0044"	"PBANKA_144530"	22872	"PbGEM-068725"	8844	911
"PbSTM56"	"barseq_0044"	"PBANKA_061430"	22894	"PbGEM-018972"	978	5770
"PbSTM56"	"barseq_0044"	"PBANKA_145330"	22895	"PbGEM-069893"	1846	3530
"PbSTM56"	"barseq_0044"	"PBANKA_060100"	22896	"PbGEM-017095"	2754	561
"PbSTM56"	"barseq_0044"	"PBANKA_143950"	22897	"PbGEM-067863"	3199	2301
"PbSTM56"	"barseq_0044"	"PBANKA_123310"	22900	"PbGEM-051134"	922	4805
"PbSTM56"	"barseq_0044"	"PBANKA_103260"	22903	"PbGEM-038966"	1011	4506
"PbSTM56"	"barseq_0044"	"PBANKA_060350"	22908	"PbGEM-017450"	2389	4024
"PbSTM56"	"barseq_0044"	"PBANKA_041030"	22911	"PbGEM-012274"	3243	2295
"PbSTM56"	"barseq_0044"	"PBANKA_144000"	22917	"PbGEM-067943"	401	4223
"PbSTM56"	"barseq_0044"	"PBANKA_111810"	22919	"PbGEM-042605"	3190	1281
"PbSTM56"	"barseq_0044"	"PBANKA_020330"	22921	"PbGEM-007091"	1230	6212
"PbSTM56"	"barseq_0044"	"PBANKA_140670"	22924	"PbGEM-063222"	1485	401
"PbSTM56"	"barseq_0044"	"PBANKA_080260"	22925	"PbGEM-023719"	6365	699
"PbSTM56"	"barseq_0044"	"PBANKA_113770"	22926	"PbGEM-045359"	5057	958
"PbSTM56"	"barseq_0044"	"PBANKA_081060"	22927	"PbGEM-024795"	2611	1125
"PbSTM56"	"barseq_0044"	"PBANKA_141310"	22933	"PbGEM-064078"	5539	583
"PbSTM56"	"barseq_0044"	"PBANKA_094290"	22936	"PbGEM-034097"	6563	2438
"PbSTM56"	"barseq_0044"	"PBANKA_050260"	22941	"PbGEM-013799"	5018	703
"PbSTM56"	"barseq_0044"	"PBANKA_100270"	22949	"PbGEM-034647"	651	6932
"PbSTM56"	"barseq_0044"	"PBANKA_131460"	22952	"PbGEM-055150"	723	8466
"PbSTM56"	"barseq_0044"	"PBANKA_134660"	22953	"PbGEM-059567"	1558	5748
"PbSTM56"	"barseq_0044"	"PBANKA_130260"	22960	"PbGEM-053387"	5830	567
"PbSTM56"	"barseq_0044"	"PBANKA_140490"	22965	"PbGEM-062962"	1367	7296
"PbSTM56"	"barseq_0044"	"PBANKA_113970"	22986	"PbGEM-100801"	4395	919
"PbSTM56"	"barseq_0044"	"PBANKA_145600"	22990	"PbGEM-080660"	3988	1672
"PbSTM56"	"barseq_0044"	"PBANKA_061040"	22994	"PbGEM-087402"	2232	658
"PbSTM56"	"barseq_0044"	"PBANKA_070250"	22998	"PbGEM-088659"	3142	1584
"PbSTM56"	"barseq_0044"	"PBANKA_021020"	23000	"PbGEM-082529"	4138	401
"PbSTM56"	"barseq_0044"	"PBANKA_135200"	23001	"PbGEM-108060"	4289	1427
"PbSTM56"	"barseq_0044"	"PBANKA_090160"	23002	"PbGEM-092538"	808	2713
"PbSTM56"	"barseq_0044"	"PBANKA_061540"	23005	"PbGEM-087828"	810	4428
"PbSTM56"	"barseq_0044"	"PBANKA_101400"	23008	"PbGEM-096343"	4739	747
"PbSTM56"	"barseq_0044"	"PBANKA_031240"	23011	"PbGEM-083773"	551	2512
						
"PbSTM57"	"barseq_0045"	"PBANKA_011010"	23012	"PbGEM-081763"	401	401
"PbSTM57"	"barseq_0045"	"PBANKA_131810"	23013	"PbGEM-105546"	882	2908
"PbSTM57"	"barseq_0045"	"PBANKA_060520"	23016	"PbGEM-087102"	2506	882
"PbSTM57"	"barseq_0045"	"PBANKA_143830"	23021	"PbGEM-079417"	401	2487
"PbSTM57"	"barseq_0045"	"PBANKA_082170"	23022	"PbGEM-091380"	4600	701
"PbSTM57"	"barseq_0045"	"PBANKA_140810"	23024	"PbGEM-109598"	5459	777
"PbSTM57"	"barseq_0045"	"PBANKA_093960"	23026	"PbGEM-094941"	401	1176
"PbSTM57"	"barseq_0045"	"PBANKA_040190"	23028	"PbGEM-084099"	3508	2322
"PbSTM57"	"barseq_0045"	"PBANKA_140550"	23041	"PbGEM-109462"	9357	865
"PbSTM57"	"barseq_0045"	"PBANKA_111100"	23043	"PbGEM-098813"	5029	401
"PbSTM57"	"barseq_0045"	"PBANKA_110710"	23045	"PbGEM-122082"	614	5850
"PbSTM57"	"barseq_0045"	"PBANKA_144850"	23046	"PbGEM-080062"	401	4994
"PbSTM57"	"barseq_0045"	"PBANKA_135860"	23050	"PbGEM-108540"	1005	7639
"PbSTM57"	"barseq_0045"	"PBANKA_135770"	23051	"PbGEM-108459"	8751	665
"PbSTM57"	"barseq_0045"	"PBANKA_112450"	23052	"PbGEM-099615"	5787	1052
"PbSTM57"	"barseq_0045"	"PBANKA_080650"	23054	"PbGEM-090509"	6479	1120
"PbSTM57"	"barseq_0045"	"PBANKA_142970"	23055	"PbGEM-111101"	5693	584
"PbSTM57"	"barseq_0045"	"PBANKA_146280"	23063	"PbGEM-080987"	1008	5460
"PbSTM57"	"barseq_0045"	"PBANKA_141030"	23067	"PbGEM-109859"	1314	3219
"PbSTM57"	"barseq_0045"	"PBANKA_136200"	23068	"PbGEM-108832"	1254	7633
"PbSTM57"	"barseq_0045"	"PBANKA_081210"	23078	"PbGEM-090803"	1665	4654
"PbSTM57"	"barseq_0045"	"PBANKA_030860"	23081	"PbGEM-083434"	2701	1875
"PbSTM57"	"barseq_0045"	"PBANKA_010130"	23083	"PbGEM-081231"	5190	1207
"PbSTM57"	"barseq_0045"	"PBANKA_135080"	23087	"PbGEM-107959"	957	3242
"PbSTM57"	"barseq_0045"	"PBANKA_110920"	23088	"PbGEM-098688"	579	4949
"PbSTM57"	"barseq_0045"	"PBANKA_141510"	23090	"PbGEM-110144"	2285	1468
"PbSTM57"	"barseq_0045"	"PBANKA_100880"	23093	"PbGEM-095910"	5172	709
"PbSTM57"	"barseq_0045"	"PBANKA_133060"	23094	"PbGEM-106603"	1078	4300
"PbSTM57"	"barseq_0045"	"PBANKA_112290"	23097	"PbGEM-099513"	731	3925
"PbSTM57"	"barseq_0045"	"PBANKA_093140"	23100	"PbGEM-094412"	785	4010
"PbSTM57"	"barseq_0045"	"PBANKA_092370"	23107	"PbGEM-093915"	3717	1600
"PbSTM57"	"barseq_0045"	"PBANKA_102520"	23109	"PbGEM-097010"	3616	797
"PbSTM57"	"barseq_0045"	"PBANKA_131750"	23110	"PbGEM-105499"	4311	628
"PbSTM57"	"barseq_0045"	"PBANKA_134000"	23111	"PbGEM-107204"	777	4237
"PbSTM57"	"barseq_0045"	"PBANKA_050700"	23114	"PbGEM-085651"	641	3733
"PbSTM57"	"barseq_0045"	"PBANKA_050500"	23115	"PbGEM-085541"	401	2595
"PbSTM57"	"barseq_0045"	"PBANKA_146030"	23116	"PbGEM-080872"	1553	4251
"PbSTM57"	"barseq_0045"	"PBANKA_132970"	23118	"PbGEM-106501"	3036	401
"PbSTM57"	"barseq_0045"	"PBANKA_135470"	23121	"PbGEM-108296"	815	3740
"PbSTM57"	"barseq_0045"	"PBANKA_061160"	23126	"PbGEM-087493"	2420	1268
"PbSTM57"	"barseq_0045"	"PBANKA_080930"	23127	"PbGEM-090635"	973	4179
"PbSTM57"	"barseq_0045"	"PBANKA_102010"	23133	"PbGEM-096670"	1315	1996
"PbSTM57"	"barseq_0045"	"PBANKA_091790"	23135	"PbGEM-093561"	1520	2966
"PbSTM57"	"barseq_0045"	"PBANKA_051670"	23136	"PbGEM-086260"	1360	1238
"PbSTM57"	"barseq_0045"	"PBANKA_114360"	23140	"PbGEM-101136"	7721	598
"PbSTM57"	"barseq_0045"	"PBANKA_134400"	23143	"PbGEM-107445"	3066	4098
"PbSTM57"	"barseq_0045"	"PBANKA_091380"	23165	"PbGEM-093267"	6101	2364
"PbSTM57"	"barseq_0045"	"PBANKA_103110"	23182	"PbGEM-097373"	670	5694
"PbSTM57"	"barseq_0045"	"PBANKA_142780"	23184	"PbGEM-110930"	401	3861
"PbSTM57"	"barseq_0045"	"PBANKA_143100"	23194	"PbGEM-111197"	6821	1000
"PbSTM57"	"barseq_0045"	"PBANKA_061580"	23238	"PbGEM-019212"	728	401
"PbSTM57"	"barseq_0045"	"PBANKA_142090"	23240	"PbGEM-065186"	448	2848
"PbSTM57"	"barseq_0045"	"PBANKA_010290"	23253	"PbGEM-005512"	401	2506
"PbSTM57"	"barseq_0045"	"PBANKA_140910"	23474	"PbGEM-109737"	7889	908
"PbSTM57"	"barseq_0045"	"PBANKA_122740"	23550	"PbGEM-050376"	1097	5625
"PbSTM57"	"barseq_0045"	"PBANKA_041600"	285043	"PbGEM-230956"	2123	1032
"PbSTM57"	"barseq_0045"	"PBANKA_020460"	285093	"PbGEM-327963"	1001	4380
"PbSTM57"	"barseq_0045"	"PBANKA_112970"	288447	"PbGEM-335579"	4861	1001
"PbSTM57"	"barseq_0045"	"PBANKA_121330"	289439	"PbGEM-536147"	1001	1554
"PbSTM57"	"barseq_0045"	"PBANKA_082910"	292855	"PbGEM-534707"	1686	1146
"PbSTM57"	"barseq_0045"	"PBANKA_040740"	144602	"PbGEM-229557"	1867	401
"PbSTM57"	"barseq_0045"	"PBANKA_122770"	144628	"PbGEM-252597"	401	9522
"PbSTM57"	"barseq_0045"	"PBANKA_051210"	144737	"PbGEM-231655"	401	5226
"PbSTM57"	"barseq_0045"	"PBANKA_051150"	144764	"PbGEM-231581"	5629	987
"PbSTM57"	"barseq_0045"	"PBANKA_082690"	144806	"PbGEM-259660"	3891	401
"PbSTM57"	"barseq_0045"	"PBANKA_113430"	143106	"PbGEM-245892"	702	401
"PbSTM57"	"barseq_0045"	"PBANKA_113200"	143139	"PbGEM-245062"	5803	2126
"PbSTM57"	"barseq_0045"	"PBANKA_140060"	143142	"PbGEM-256118"	5066	977
"PbSTM57"	"barseq_0045"	"PBANKA_130680"	143205	"PbGEM-248737"	401	2309
"PbSTM57"	"barseq_0045"	"PBANKA_124300"	143216	"PbGEM-261876"	1206	3778
"PbSTM57"	"barseq_0045"	"PBANKA_134570"	143837	"PbGEM-254751"	557	3129
"PbSTM57"	"barseq_0045"	"PBANKA_114490"	143839	"PbGEM-248982"	4646	703
"PbSTM57"	"barseq_0045"	"PBANKA_142990"	143840	"PbGEM-255423"	673	4388
"PbSTM57"	"barseq_0045"	"PBANKA_100650"	143851	"PbGEM-244127"	4876	1172
"PbSTM57"	"barseq_0045"	"PBANKA_051400"	143861	"PbGEM-231887"	874	6851
"PbSTM57"	"barseq_0045"	"PBANKA_083100"	143864	"PbGEM-259972"	1406	627
"PbSTM57"	"barseq_0045"	"PBANKA_145280"	143869	"PbGEM-257812"	579	3438
"PbSTM57"	"barseq_0045"	"PBANKA_021190"	143871	"PbGEM-226941"	2457	756
"PbSTM57"	"barseq_0045"	"PBANKA_051780"	143874	"PbGEM-232532"	3567	1717
"PbSTM57"	"barseq_0045"	"PBANKA_040160"	143879	"PbGEM-230638"	1504	3768
"PbSTM57"	"barseq_0045"	"PBANKA_130360"	143888	"PbGEM-262428"	5452	747
"PbSTM57"	"barseq_0045"	"PBANKA_061100"	143893	"PbGEM-233650"	1315	6157
"PbSTM57"	"barseq_0045"	"PBANKA_080570"	143897	"PbGEM-236235"	4538	631
"PbSTM57"	"barseq_0045"	"PBANKA_132870"	143898	"PbGEM-248453"	1949	2836
"PbSTM57"	"barseq_0045"	"PBANKA_131820"	143902	"PbGEM-253089"	1147	5922
"PbSTM57"	"barseq_0045"	"PBANKA_070900"	143907	"PbGEM-234649"	5967	709
"PbSTM57"	"barseq_0045"	"PBANKA_131400"	143908	"PbGEM-251416"	4682	1246
"PbSTM57"	"barseq_0045"	"PBANKA_143730"	143909	"PbGEM-257275"	1298	3485
"PbSTM57"	"barseq_0045"	"PBANKA_111190"	143911	"PbGEM-243555"	5177	1726
"PbSTM57"	"barseq_0045"	"PBANKA_110300"	143914	"PbGEM-244820"	2612	2890
"PbSTM57"	"barseq_0045"	"PBANKA_133990"	143917	"PbGEM-252668"	401	6174
"PbSTM57"	"barseq_0045"	"PBANKA_031250"	143922	"PbGEM-229775"	1036	5061
"PbSTM57"	"barseq_0045"	"PBANKA_092150"	143929	"PbGEM-240466"	2790	4683
"PbSTM57"	"barseq_0045"	"PBANKA_112210"	143939	"PbGEM-246569"	789	5480
"PbSTM57"	"barseq_0045"	"PBANKA_123140"	143955	"PbGEM-261084"	3294	855
"PbSTM57"	"barseq_0045"	"PBANKA_130740"	143958	"PbGEM-248987"	3357	964
						
"PbSTM58"	"barseq_0046"	"PBANKA_112640"	143971	"PbGEM-247776"	401	2879
"PbSTM58"	"barseq_0046"	"PBANKA_072060"	143982	"PbGEM-236973"	3468	3555
"PbSTM58"	"barseq_0046"	"PBANKA_142110"	144003	"PbGEM-256982"	1050	5497
"PbSTM58"	"barseq_0046"	"PBANKA_121840"	144020	"PbGEM-248852"	7202	401
"PbSTM58"	"barseq_0046"	"PBANKA_123000"	144027	"PbGEM-260988"	5362	927
"PbSTM58"	"barseq_0046"	"PBANKA_093250"	144042	"PbGEM-239468"	920	2397
"PbSTM58"	"barseq_0046"	"PBANKA_113720"	144090	"PbGEM-246799"	3357	1202
"PbSTM58"	"barseq_0046"	"PBANKA_120750"	144098	"PbGEM-245517"	2838	1423
"PbSTM58"	"barseq_0046"	"PBANKA_083610"	144117	"PbGEM-260348"	4270	2705
"PbSTM58"	"barseq_0046"	"PBANKA_131480"	144123	"PbGEM-251753"	4601	2351
"PbSTM58"	"barseq_0046"	"PBANKA_112110"	144151	"PbGEM-246288"	557	3301
"PbSTM58"	"barseq_0046"	"PBANKA_123880"	178394	"PbGEM-261596"	2560	1132
