TgID,PfID,PbID,toxophenotype
TGGT1_267090,#N/A,#N/A,-0.65
TGGT1_228030,#N/A,#N/A,-0.65
TGGT1_229150,#N/A,#N/A,-0.64
TGGT1_306230,#N/A,#N/A,-0.64
TGGT1_222220,#N/A,#N/A,-0.64
TGGT1_225230,#N/A,#N/A,-0.64
TGGT1_242390,#N/A,#N/A,-0.64
TGGT1_220460,PF3D7_0816200,PBANKA_0714600,-0.64
TGGT1_312490,#N/A,#N/A,-0.64
TGGT1_224932,#N/A,#N/A,-0.64
TGGT1_225350,#N/A,#N/A,-0.64
TGGT1_222160,#N/A,#N/A,-0.64
TGGT1_273995,PF3D7_0109600,PBANKA_0204000,-0.64
TGGT1_227875,#N/A,#N/A,-0.64
TGGT1_299150,#N/A,#N/A,-0.64
TGGT1_263320,#N/A,#N/A,-0.63
TGGT1_264000,#N/A,#N/A,-0.63
TGGT1_205300,#N/A,#N/A,-0.63
TGGT1_248445,PF3D7_0215200,PBANKA_0312000,-0.63
TGGT1_301260,#N/A,#N/A,-0.63
TGGT1_277760,PF3D7_0811400,PBANKA_1426100,-0.63
TGGT1_258575,#N/A,#N/A,-0.63
TGGT1_222010,#N/A,#N/A,-0.63
TGGT1_254160,#N/A,#N/A,-0.63
TGGT1_287250,#N/A,#N/A,-0.63
TGGT1_254270,#N/A,#N/A,-0.63
TGGT1_277850,#N/A,#N/A,-0.63
TGGT1_316540,PF3D7_1460600,PBANKA_1324300,-0.63
TGGT1_311070,#N/A,#N/A,-0.63
TGGT1_282190,#N/A,#N/A,-0.63
TGGT1_246690,#N/A,#N/A,-0.63
TGGT1_288670,#N/A,#N/A,-0.62
TGGT1_295390,#N/A,#N/A,-0.62
TGGT1_223120,#N/A,#N/A,-0.62
TGGT1_225102,#N/A,#N/A,-0.62
TGGT1_260640,#N/A,#N/A,-0.62
TGGT1_290980,#N/A,#N/A,-0.62
TGGT1_227952,#N/A,#N/A,-0.62
TGGT1_277572,#N/A,#N/A,-0.62
TGGT1_209050,#N/A,PBANKA_1228800,-0.62
TGGT1_232370,#N/A,#N/A,-0.62
TGGT1_240285,#N/A,#N/A,-0.62
TGGT1_211660,#N/A,#N/A,-0.62
TGGT1_214385,#N/A,#N/A,-0.62
TGGT1_266120,#N/A,#N/A,-0.62
TGGT1_201730,#N/A,#N/A,-0.62
TGGT1_203350,#N/A,#N/A,-0.62
TGGT1_235550,#N/A,#N/A,-0.61
TGGT1_240200,#N/A,#N/A,-0.61
TGGT1_297940,PF3D7_0508800,PBANKA_1108400,-0.61
TGGT1_209830,#N/A,#N/A,-0.61
TGGT1_240790,#N/A,#N/A,-0.61
TGGT1_233157,#N/A,#N/A,-0.61
TGGT1_232310,#N/A,#N/A,-0.61
TGGT1_284190,#N/A,#N/A,-0.61
TGGT1_320270,#N/A,#N/A,-0.61
TGGT1_263200,#N/A,#N/A,-0.61
TGGT1_266035,#N/A,#N/A,-0.61
TGGT1_293252,#N/A,#N/A,-0.61
TGGT1_255480,#N/A,#N/A,-0.61
TGGT1_243740,PF3D7_0510800,PBANKA_1110300,-0.61
TGGT1_288850,#N/A,#N/A,-0.61
TGGT1_249280,#N/A,#N/A,-0.6
TGGT1_201890,#N/A,#N/A,-0.6
TGGT1_311815,#N/A,#N/A,-0.6
TGGT1_294025,#N/A,#N/A,-0.6
TGGT1_293810,#N/A,#N/A,-0.6
TGGT1_315210,#N/A,#N/A,-0.6
TGGT1_299220,#N/A,#N/A,-0.6
TGGT1_223640,#N/A,#N/A,-0.6
TGGT1_290678,#N/A,#N/A,-0.6
TGGT1_243610,#N/A,#N/A,-0.6
TGGT1_222980,#N/A,#N/A,-0.6
TGGT1_230118,#N/A,#N/A,-0.59
TGGT1_236660,#N/A,#N/A,-0.59
TGGT1_204270,#N/A,#N/A,-0.59
TGGT1_239070,PF3D7_0409800,PBANKA_1007400,-0.59
TGGT1_248960,PF3D7_1028000,PBANKA_0512100,-0.59
TGGT1_211610,#N/A,#N/A,-0.59
TGGT1_252430,#N/A,#N/A,-0.59
TGGT1_258220,#N/A,#N/A,-0.59
TGGT1_294790,#N/A,#N/A,-0.59
TGGT1_249840,#N/A,#N/A,-0.59
TGGT1_286800,PF3D7_0630600,PBANKA_1129400,-0.59
TGGT1_320720,#N/A,#N/A,-0.59
TGGT1_312560,#N/A,#N/A,-0.59
TGGT1_318290,#N/A,#N/A,-0.59
TGGT1_273280,#N/A,#N/A,-0.59
TGGT1_228240,#N/A,#N/A,-0.59
TGGT1_299020,#N/A,#N/A,-0.59
TGGT1_254960,#N/A,#N/A,-0.59
TGGT1_224210,#N/A,#N/A,-0.59
TGGT1_235440,#N/A,#N/A,-0.59
TGGT1_265480,#N/A,#N/A,-0.59
TGGT1_243970,#N/A,#N/A,-0.58
TGGT1_230130,#N/A,#N/A,-0.58
TGGT1_311800,PF3D7_1320300,PBANKA_1418600,-0.58
TGGT1_315885,#N/A,#N/A,-0.58
TGGT1_203610,PF3D7_0720000,PBANKA_0617500,-0.58
TGGT1_237190,#N/A,#N/A,-0.58
TGGT1_311140,#N/A,#N/A,-0.58
TGGT1_276890,#N/A,#N/A,-0.58
TGGT1_275350,PF3D7_1473100,PBANKA_1336300,-0.58
TGGT1_313848,#N/A,#N/A,-0.58
TGGT1_229500,PF3D7_0905500,PBANKA_0415900,-0.58
TGGT1_234990,#N/A,#N/A,-0.58
TGGT1_287990,#N/A,#N/A,-0.58
TGGT1_210990,#N/A,#N/A,-0.58
TGGT1_307010,#N/A,#N/A,-0.57
TGGT1_229700,#N/A,#N/A,-0.57
TGGT1_218400,#N/A,#N/A,-0.57
TGGT1_253000,#N/A,#N/A,-0.57
TGGT1_251440,PF3D7_0414200,PBANKA_0716200,-0.57
TGGT1_211370,#N/A,#N/A,-0.57
TGGT1_236240,PF3D7_1247500,PBANKA_1460500,-0.57
TGGT1_225110,#N/A,#N/A,-0.57
TGGT1_410070,#N/A,#N/A,-0.57
TGGT1_203710,#N/A,#N/A,-0.56
TGGT1_244728,#N/A,#N/A,-0.56
TGGT1_310410,#N/A,#N/A,-0.56
TGGT1_257790,PF3D7_0506600,PBANKA_1106200,-0.56
TGGT1_242710,#N/A,#N/A,-0.56
TGGT1_282000,#N/A,#N/A,-0.56
TGGT1_250850,#N/A,#N/A,-0.56
TGGT1_283585,#N/A,#N/A,-0.56
TGGT1_297770,#N/A,#N/A,-0.56
TGGT1_226440,PF3D7_1250800,PBANKA_1463700,-0.56
TGGT1_217160,#N/A,#N/A,-0.56
TGGT1_222960,#N/A,#N/A,-0.56
TGGT1_201770,#N/A,#N/A,-0.56
TGGT1_215570,#N/A,#N/A,-0.56
TGGT1_318760,PF3D7_0703600,PBANKA_0801300,-0.56
TGGT1_272280,#N/A,#N/A,-0.55
TGGT1_305570,#N/A,#N/A,-0.55
TGGT1_314042,#N/A,#N/A,-0.55
TGGT1_229280,#N/A,#N/A,-0.55
TGGT1_231220,#N/A,#N/A,-0.55
TGGT1_245530,#N/A,#N/A,-0.55
TGGT1_240800,PF3D7_1010400,PBANKA_1208800,-0.55
TGGT1_221840,#N/A,#N/A,-0.55
TGGT1_248100,#N/A,#N/A,-0.55
TGGT1_232760,PF3D7_0320000,PBANKA_1218500,-0.55
TGGT1_240300,#N/A,#N/A,-0.55
TGGT1_216750,#N/A,#N/A,-0.55
TGGT1_216840,#N/A,#N/A,-0.55
TGGT1_262550,#N/A,#N/A,-0.55
TGGT1_310730,#N/A,#N/A,-0.55
TGGT1_271270,#N/A,#N/A,-0.55
TGGT1_267630,#N/A,#N/A,-0.54
TGGT1_243635,#N/A,#N/A,-0.54
TGGT1_356210,#N/A,#N/A,-0.54
TGGT1_313330,#N/A,#N/A,-0.54
TGGT1_265090,#N/A,#N/A,-0.54
TGGT1_217850,#N/A,#N/A,-0.54
TGGT1_278790,#N/A,#N/A,-0.54
TGGT1_203135,#N/A,#N/A,-0.54
TGGT1_265850,#N/A,#N/A,-0.54
TGGT1_203175,#N/A,#N/A,-0.54
TGGT1_262990,#N/A,#N/A,-0.53
TGGT1_273905,PF3D7_0410600,PBANKA_1008000,-0.53
TGGT1_314422,#N/A,#N/A,-0.53
TGGT1_258140,#N/A,#N/A,-0.53
TGGT1_225400,#N/A,#N/A,-0.53
TGGT1_253430,PF3D7_0309500,PBANKA_0407600,-0.53
TGGT1_200370,PF3D7_1147500,PBANKA_0901600,-0.53
TGGT1_237290,#N/A,#N/A,-0.53
TGGT1_238995,PF3D7_1465500,PBANKA_1328900,-0.53
TGGT1_252420,PF3D7_0811500,PBANKA_1426000,-0.53
TGGT1_238940,PF3D7_0813800,PBANKA_1423700,-0.53
TGGT1_238040A,#N/A,#N/A,-0.53
TGGT1_262140,#N/A,#N/A,-0.53
TGGT1_305260,#N/A,#N/A,-0.52
TGGT1_254255,#N/A,#N/A,-0.52
TGGT1_321610,#N/A,#N/A,-0.52
TGGT1_320080,#N/A,#N/A,-0.52
TGGT1_244890,#N/A,#N/A,-0.52
TGGT1_214180,PF3D7_1245800,PBANKA_1458900,-0.52
TGGT1_270630,#N/A,#N/A,-0.52
TGGT1_246910,#N/A,#N/A,-0.52
TGGT1_217810,#N/A,#N/A,-0.52
TGGT1_262860,PF3D7_1034700,PBANKA_0518500,-0.52
TGGT1_265070,#N/A,#N/A,-0.52
TGGT1_306080,#N/A,#N/A,-0.52
TGGT1_215270,#N/A,#N/A,-0.52
TGGT1_221460,#N/A,#N/A,-0.52
TGGT1_266950,#N/A,#N/A,-0.52
TGGT1_247620,#N/A,#N/A,-0.52
TGGT1_240360,#N/A,#N/A,-0.51
TGGT1_306570,#N/A,#N/A,-0.51
TGGT1_209250,#N/A,#N/A,-0.51
TGGT1_216250,PF3D7_1123800,PBANKA_0924500,-0.51
TGGT1_316235,#N/A,#N/A,-0.51
TGGT1_307600,#N/A,#N/A,-0.51
TGGT1_205130,#N/A,#N/A,-0.51
TGGT1_310860,PF3D7_0822800,PBANKA_0707800,-0.51
TGGT1_299270,#N/A,#N/A,-0.51
TGGT1_278910,#N/A,#N/A,-0.51
TGGT1_210400,#N/A,#N/A,-0.51
TGGT1_305250,#N/A,#N/A,-0.51
TGGT1_310160,#N/A,#N/A,-0.51
TGGT1_235880,PF3D7_1340800,PBANKA_1354200,-0.51
TGGT1_241820,PF3D7_1214900,PBANKA_1430700,-0.5
TGGT1_277870,PF3D7_0528300,PBANKA_1242900,-0.5
TGGT1_243790,#N/A,#N/A,-0.5
TGGT1_212130,PF3D7_0924000,PBANKA_0824900,-0.5
TGGT1_305635,#N/A,#N/A,-0.5
TGGT1_231210,PF3D7_0304200,PBANKA_0402800,-0.5
TGGT1_213550,PF3D7_0714300,PBANKA_1420900,-0.5
TGGT1_251520,#N/A,#N/A,-0.5
TGGT1_310090,#N/A,#N/A,-0.5
TGGT1_290940,PF3D7_1021400,PBANKA_0505600,-0.5
TGGT1_239520,#N/A,#N/A,-0.5
TGGT1_309910,#N/A,#N/A,-0.5
TGGT1_211300,#N/A,#N/A,-0.5
TGGT1_234560,#N/A,#N/A,-0.49
TGGT1_205150,#N/A,#N/A,-0.49
TGGT1_356060,#N/A,#N/A,-0.49
TGGT1_285170,#N/A,#N/A,-0.49
TGGT1_264220,#N/A,#N/A,-0.49
TGGT1_273940,#N/A,#N/A,-0.49
TGGT1_254930,PF3D7_1446300,PBANKA_1310000,-0.49
TGGT1_260000,#N/A,#N/A,-0.49
TGGT1_297730,PF3D7_0914600,PBANKA_0815600,-0.49
TGGT1_261300,#N/A,#N/A,-0.49
TGGT1_278460,#N/A,#N/A,-0.49
TGGT1_246600,#N/A,#N/A,-0.49
TGGT1_204410,PF3D7_1363500,PBANKA_1139500,-0.49
TGGT1_272030B,#N/A,#N/A,-0.49
TGGT1_203240,#N/A,#N/A,-0.49
TGGT1_239700,#N/A,#N/A,-0.49
TGGT1_230650,#N/A,#N/A,-0.48
TGGT1_210235,#N/A,#N/A,-0.48
TGGT1_222070,#N/A,#N/A,-0.48
TGGT1_249440,#N/A,#N/A,-0.48
TGGT1_221865,#N/A,#N/A,-0.48
TGGT1_315320,#N/A,#N/A,-0.48
TGGT1_280570,#N/A,#N/A,-0.48
TGGT1_312520,#N/A,#N/A,-0.48
TGGT1_273490,PF3D7_0922600,PBANKA_0823500,-0.48
TGGT1_224870,#N/A,#N/A,-0.48
TGGT1_319992,#N/A,#N/A,-0.48
TGGT1_239580,#N/A,#N/A,-0.48
TGGT1_315480,#N/A,#N/A,-0.47
TGGT1_244732,#N/A,#N/A,-0.47
TGGT1_219470,#N/A,#N/A,-0.47
TGGT1_207750,#N/A,#N/A,-0.47
TGGT1_320010,#N/A,#N/A,-0.47
TGGT1_283460,#N/A,#N/A,-0.47
TGGT1_268310,#N/A,#N/A,-0.47
TGGT1_272285,#N/A,#N/A,-0.47
TGGT1_238500,#N/A,#N/A,-0.47
TGGT1_247920,#N/A,#N/A,-0.47
TGGT1_217688,#N/A,#N/A,-0.47
TGGT1_269990,#N/A,#N/A,-0.47
TGGT1_238130,#N/A,#N/A,-0.47
TGGT1_299230,#N/A,#N/A,-0.47
TGGT1_410350,#N/A,#N/A,-0.47
TGGT1_223420,#N/A,#N/A,-0.47
TGGT1_224205,PF3D7_1330400,PBANKA_1345400,-0.47
TGGT1_294812,#N/A,#N/A,-0.47
TGGT1_287260,#N/A,#N/A,-0.47
TGGT1_245590B,#N/A,#N/A,-0.47
TGGT1_282090,#N/A,#N/A,-0.47
TGGT1_248980,PF3D7_0813200,PBANKA_1424400,-0.47
TGGT1_310920,#N/A,#N/A,-0.47
TGGT1_245752,#N/A,#N/A,-0.47
TGGT1_233330,PF3D7_1104600,PBANKA_0942300,-0.46
TGGT1_316100,#N/A,#N/A,-0.46
TGGT1_278730,PF3D7_1467200,PBANKA_1330500,-0.46
TGGT1_259560,PF3D7_0519500,PBANKA_1234300,-0.46
TGGT1_270560,PF3D7_0528700,PBANKA_1243300,-0.46
TGGT1_203340,#N/A,#N/A,-0.46
TGGT1_254520,#N/A,#N/A,-0.46
TGGT1_203510,#N/A,#N/A,-0.46
TGGT1_205590,#N/A,#N/A,-0.46
TGGT1_285800,#N/A,#N/A,-0.46
TGGT1_320460,#N/A,#N/A,-0.46
TGGT1_261790,#N/A,#N/A,-0.46
TGGT1_285750,#N/A,#N/A,-0.46
TGGT1_288340,PF3D7_0934700,PBANKA_0835500,-0.46
TGGT1_218192,PF3D7_0828700,PBANKA_0702000,-0.45
TGGT1_216020,#N/A,#N/A,-0.45
TGGT1_246960,PF3D7_1237400,PBANKA_1452000,-0.45
TGGT1_359350,#N/A,#N/A,-0.45
TGGT1_320715,#N/A,#N/A,-0.45
TGGT1_268190,#N/A,#N/A,-0.45
TGGT1_409340,#N/A,#N/A,-0.45
TGGT1_317705,#N/A,#N/A,-0.45
TGGT1_250760,#N/A,#N/A,-0.45
TGGT1_306940,#N/A,#N/A,-0.45
TGGT1_203830,PF3D7_1205500,PBANKA_0604200,-0.44
TGGT1_222290,PF3D7_1124400,PBANKA_0923900,-0.44
TGGT1_208510,#N/A,#N/A,-0.44
TGGT1_220500,PF3D7_0808300,PBANKA_1222400,-0.44
TGGT1_254340,PF3D7_0825300,PBANKA_0705300,-0.44
TGGT1_230830,#N/A,#N/A,-0.44
TGGT1_253930,#N/A,#N/A,-0.44
TGGT1_238050,PF3D7_1136300,PBANKA_0912300,-0.44
TGGT1_307780,#N/A,#N/A,-0.44
TGGT1_293500,#N/A,#N/A,-0.44
TGGT1_234270,#N/A,#N/A,-0.44
TGGT1_313030,#N/A,#N/A,-0.44
TGGT1_304630,#N/A,#N/A,-0.44
TGGT1_285950,PF3D7_1432500,PBANKA_1012400,-0.44
TGGT1_248760,#N/A,#N/A,-0.43
TGGT1_216380,#N/A,#N/A,-0.43
TGGT1_261450,#N/A,#N/A,-0.43
TGGT1_207920,#N/A,#N/A,-0.43
TGGT1_206550,#N/A,#N/A,-0.43
TGGT1_204390,#N/A,#N/A,-0.43
TGGT1_280780,#N/A,#N/A,-0.43
TGGT1_264990,#N/A,#N/A,-0.43
TGGT1_221420,#N/A,#N/A,-0.43
TGGT1_318130B,#N/A,#N/A,-0.43
TGGT1_202420,#N/A,#N/A,-0.43
TGGT1_205200,#N/A,#N/A,-0.43
TGGT1_307630,#N/A,#N/A,-0.43
TGGT1_315590,#N/A,#N/A,-0.42
TGGT1_274050,#N/A,#N/A,-0.42
TGGT1_211340,#N/A,#N/A,-0.42
TGGT1_409020,#N/A,#N/A,-0.42
TGGT1_266610,#N/A,#N/A,-0.42
TGGT1_320550,#N/A,#N/A,-0.42
TGGT1_214510,#N/A,#N/A,-0.42
TGGT1_221310,#N/A,#N/A,-0.42
TGGT1_202100,#N/A,#N/A,-0.42
TGGT1_300110,#N/A,#N/A,-0.42
TGGT1_280420,#N/A,#N/A,-0.42
TGGT1_312100,#N/A,#N/A,-0.42
TGGT1_243465,#N/A,#N/A,-0.42
TGGT1_320465,#N/A,#N/A,-0.42
TGGT1_205110,#N/A,#N/A,-0.42
TGGT1_249520,#N/A,#N/A,-0.42
TGGT1_223262,#N/A,#N/A,-0.41
TGGT1_321390,#N/A,#N/A,-0.41
TGGT1_263190,PF3D7_0206700,PBANKA_0304300,-0.41
TGGT1_215300,#N/A,#N/A,-0.41
TGGT1_200410,#N/A,#N/A,-0.41
TGGT1_286430,#N/A,#N/A,-0.41
TGGT1_297080,#N/A,#N/A,-0.41
TGGT1_311700,#N/A,#N/A,-0.41
TGGT1_202160,#N/A,#N/A,-0.41
TGGT1_238140,#N/A,#N/A,-0.41
TGGT1_224570,#N/A,#N/A,-0.41
TGGT1_232560,#N/A,#N/A,-0.41
TGGT1_223672,#N/A,#N/A,-0.4
TGGT1_239660,#N/A,#N/A,-0.4
TGGT1_221890,#N/A,#N/A,-0.4
TGGT1_217040,PF3D7_0528900,PBANKA_1243500,-0.4
TGGT1_236560,#N/A,#N/A,-0.4
TGGT1_220380,#N/A,#N/A,-0.4
TGGT1_312350,#N/A,#N/A,-0.4
TGGT1_313110,#N/A,#N/A,-0.4
TGGT1_262575,#N/A,#N/A,-0.4
TGGT1_224980,#N/A,#N/A,-0.4
TGGT1_264140,#N/A,#N/A,-0.4
TGGT1_225450,#N/A,#N/A,-0.4
TGGT1_290240,PF3D7_0506800,PBANKA_1106400,-0.4
TGGT1_251710,#N/A,#N/A,-0.39
TGGT1_240250,PF3D7_1448800,PBANKA_1312500,-0.39
TGGT1_262600,#N/A,#N/A,-0.39
TGGT1_234310,#N/A,#N/A,-0.39
TGGT1_301000,#N/A,#N/A,-0.39
TGGT1_297410,#N/A,#N/A,-0.39
TGGT1_223800,#N/A,#N/A,-0.39
TGGT1_315720,PF3D7_1327700,PBANKA_1342900,-0.39
TGGT1_229720,#N/A,#N/A,-0.39
TGGT1_259115,#N/A,#N/A,-0.39
TGGT1_202550,#N/A,#N/A,-0.39
TGGT1_208400A,#N/A,#N/A,-0.38
TGGT1_276120,#N/A,#N/A,-0.38
TGGT1_266940,#N/A,#N/A,-0.38
TGGT1_293830,#N/A,#N/A,-0.38
TGGT1_297290,#N/A,#N/A,-0.38
TGGT1_259060,#N/A,#N/A,-0.38
TGGT1_218500,#N/A,#N/A,-0.38
TGGT1_285425,#N/A,#N/A,-0.38
TGGT1_230850,#N/A,#N/A,-0.38
TGGT1_245470,#N/A,#N/A,-0.38
TGGT1_313010,PF3D7_0320800,PBANKA_1217700,-0.38
TGGT1_309190,PF3D7_1136700,PBANKA_0911900,-0.38
TGGT1_294650,#N/A,#N/A,-0.38
TGGT1_257720,#N/A,#N/A,-0.38
TGGT1_281575,#N/A,#N/A,-0.37
TGGT1_315970,#N/A,#N/A,-0.37
TGGT1_272650,#N/A,#N/A,-0.37
TGGT1_358510,#N/A,#N/A,-0.37
TGGT1_207250,#N/A,#N/A,-0.37
TGGT1_288440,#N/A,#N/A,-0.37
TGGT1_295340,PF3D7_1011700,PBANKA_1210100,-0.37
TGGT1_305790,#N/A,#N/A,-0.37
TGGT1_269240,#N/A,#N/A,-0.37
TGGT1_408600,#N/A,#N/A,-0.37
TGGT1_308860,#N/A,#N/A,-0.37
TGGT1_203390,#N/A,#N/A,-0.37
TGGT1_249800,#N/A,#N/A,-0.37
TGGT1_243355,#N/A,#N/A,-0.37
TGGT1_223650,#N/A,#N/A,-0.37
TGGT1_313852,#N/A,#N/A,-0.36
TGGT1_206400,PF3D7_0513600,PBANKA_1113300,-0.36
TGGT1_205600,PF3D7_0627300,PBANKA_1126000,-0.36
TGGT1_285730,PF3D7_1348500,PBANKA_1361300,-0.36
TGGT1_260340,PF3D7_1420300,PBANKA_1022900,-0.36
TGGT1_242090,#N/A,#N/A,-0.36
TGGT1_228140,#N/A,#N/A,-0.36
TGGT1_250040,#N/A,#N/A,-0.36
TGGT1_256910,#N/A,#N/A,-0.36
TGGT1_294570,#N/A,#N/A,-0.36
TGGT1_214300,#N/A,#N/A,-0.36
TGGT1_201840,#N/A,#N/A,-0.36
TGGT1_316150,#N/A,#N/A,-0.35
TGGT1_269300,#N/A,#N/A,-0.35
TGGT1_244550,#N/A,#N/A,-0.35
TGGT1_264110,#N/A,#N/A,-0.35
TGGT1_255870,#N/A,#N/A,-0.35
TGGT1_259040,#N/A,#N/A,-0.35
TGGT1_248710,#N/A,#N/A,-0.35
TGGT1_212990,#N/A,#N/A,-0.35
TGGT1_309300,#N/A,#N/A,-0.35
TGGT1_267440,PF3D7_0215100,PBANKA_0311900,-0.35
TGGT1_319380,#N/A,#N/A,-0.35
TGGT1_226640,PF3D7_0925600,PBANKA_0826400,-0.35
TGGT1_232750,PF3D7_1411700,PBANKA_1030800,-0.35
TGGT1_321430,#N/A,#N/A,-0.35
TGGT1_230460,PF3D7_0305800,PBANKA_0404300,-0.35
TGGT1_306580,#N/A,#N/A,-0.35
TGGT1_236050,#N/A,#N/A,-0.35
TGGT1_366630,#N/A,#N/A,-0.34
TGGT1_241000,PF3D7_1459900,PBANKA_1323500,-0.34
TGGT1_213720,PF3D7_1229900,PBANKA_1444600,-0.34
TGGT1_319390,#N/A,#N/A,-0.34
TGGT1_273550,PF3D7_0909200,PBANKA_0810400,-0.34
TGGT1_305610,#N/A,#N/A,-0.34
TGGT1_319350,#N/A,#N/A,-0.34
TGGT1_289270,#N/A,#N/A,-0.34
TGGT1_286200,#N/A,#N/A,-0.34
TGGT1_316280,PF3D7_1428200,PBANKA_1016400,-0.34
TGGT1_273472,#N/A,#N/A,-0.34
TGGT1_310010,#N/A,#N/A,-0.34
TGGT1_222700,#N/A,#N/A,-0.34
TGGT1_269620,#N/A,#N/A,-0.34
TGGT1_272900,#N/A,#N/A,-0.34
TGGT1_358300,#N/A,#N/A,-0.34
TGGT1_260600,PF3D7_0518700,PBANKA_1233500,-0.34
TGGT1_236990,#N/A,#N/A,-0.34
TGGT1_265065,#N/A,#N/A,-0.33
TGGT1_272660,#N/A,#N/A,-0.33
TGGT1_242040,#N/A,#N/A,-0.33
TGGT1_209740,#N/A,#N/A,-0.33
TGGT1_228500,#N/A,#N/A,-0.33
TGGT1_229405,#N/A,#N/A,-0.33
TGGT1_221905,#N/A,#N/A,-0.33
TGGT1_245640,#N/A,#N/A,-0.33
TGGT1_234300,#N/A,#N/A,-0.33
TGGT1_300270,#N/A,#N/A,-0.33
TGGT1_249650,PF3D7_1459700,PBANKA_1323300,-0.33
TGGT1_311260,#N/A,#N/A,-0.33
TGGT1_243770,#N/A,#N/A,-0.32
TGGT1_285300,#N/A,#N/A,-0.32
TGGT1_294898,#N/A,#N/A,-0.32
TGGT1_278470,#N/A,#N/A,-0.32
TGGT1_306235,#N/A,#N/A,-0.32
TGGT1_315910,#N/A,#N/A,-0.32
TGGT1_252990,#N/A,#N/A,-0.32
TGGT1_245550,#N/A,#N/A,-0.32
TGGT1_223700,#N/A,#N/A,-0.32
TGGT1_285400,#N/A,#N/A,-0.32
TGGT1_278940,#N/A,#N/A,-0.32
TGGT1_226072,#N/A,#N/A,-0.32
TGGT1_213710,#N/A,#N/A,-0.32
TGGT1_301350,PF3D7_1365700,PBANKA_1141500,-0.31
TGGT1_207030,#N/A,#N/A,-0.31
TGGT1_247670,PF3D7_1219900,PBANKA_1435100,-0.31
TGGT1_311075,#N/A,#N/A,-0.31
TGGT1_261980,PF3D7_1017300,PBANKA_0501600,-0.31
TGGT1_294370,#N/A,#N/A,-0.31
TGGT1_269270,#N/A,#N/A,-0.31
TGGT1_263660,#N/A,#N/A,-0.31
TGGT1_318738,#N/A,#N/A,-0.31
TGGT1_313880,PF3D7_1232400,PBANKA_1447100,-0.31
TGGT1_252330,#N/A,#N/A,-0.3
TGGT1_307603,#N/A,#N/A,-0.3
TGGT1_271990,#N/A,#N/A,-0.3
TGGT1_273200,#N/A,#N/A,-0.3
TGGT1_271880,#N/A,#N/A,-0.3
TGGT1_283480,#N/A,#N/A,-0.3
TGGT1_315440,#N/A,#N/A,-0.3
TGGT1_240070,PF3D7_1236100,PBANKA_1450700,-0.3
TGGT1_220120,PF3D7_1008300,PBANKA_1206500,-0.3
TGGT1_214090,PF3D7_1202600,PBANKA_0601600,-0.3
TGGT1_289040,#N/A,#N/A,-0.3
TGGT1_209650A,#N/A,#N/A,-0.3
TGGT1_290640,PF3D7_0505500,PBANKA_1105100,-0.29
TGGT1_278540,#N/A,#N/A,-0.29
TGGT1_307450,#N/A,#N/A,-0.29
TGGT1_201740,#N/A,#N/A,-0.29
TGGT1_262540,PF3D7_0715300,PBANKA_1421600,-0.29
TGGT1_278340,#N/A,#N/A,-0.29
TGGT1_306880,#N/A,#N/A,-0.29
TGGT1_211695,#N/A,#N/A,-0.29
TGGT1_257510,#N/A,#N/A,-0.29
TGGT1_310820,PF3D7_0610100,PBANKA_0108600,-0.29
TGGT1_217178,#N/A,#N/A,-0.29
TGGT1_246990,#N/A,#N/A,-0.29
TGGT1_223030,#N/A,#N/A,-0.29
TGGT1_245560,#N/A,#N/A,-0.29
TGGT1_270800,PF3D7_0211500,PBANKA_0308300,-0.29
TGGT1_288560,#N/A,#N/A,-0.29
TGGT1_310620,#N/A,#N/A,-0.28
TGGT1_223560,#N/A,#N/A,-0.28
TGGT1_318350,PF3D7_0417100,PBANKA_0719200,-0.28
TGGT1_275680,#N/A,#N/A,-0.28
TGGT1_206360,PF3D7_0409700,PBANKA_1007300,-0.28
TGGT1_246590,#N/A,#N/A,-0.28
TGGT1_215510,#N/A,#N/A,-0.28
TGGT1_301216,PF3D7_0107200,PBANKA_0206100,-0.28
TGGT1_283882,#N/A,#N/A,-0.28
TGGT1_210408,#N/A,#N/A,-0.28
TGGT1_207480,#N/A,#N/A,-0.28
TGGT1_251650,#N/A,#N/A,-0.28
TGGT1_235750,PF3D7_1423600,PBANKA_1019800,-0.28
TGGT1_254430,#N/A,#N/A,-0.27
TGGT1_313070,#N/A,#N/A,-0.27
TGGT1_219530,#N/A,#N/A,-0.27
TGGT1_251910,#N/A,#N/A,-0.27
TGGT1_316340,#N/A,#N/A,-0.27
TGGT1_238200,#N/A,#N/A,-0.27
TGGT1_267300,#N/A,#N/A,-0.27
TGGT1_262110,#N/A,#N/A,-0.27
TGGT1_244130,#N/A,#N/A,-0.27
TGGT1_223985,#N/A,#N/A,-0.27
TGGT1_281600,#N/A,#N/A,-0.27
TGGT1_208320,PF3D7_1363200,PBANKA_1139200,-0.27
TGGT1_230840,#N/A,#N/A,-0.27
TGGT1_202250,#N/A,#N/A,-0.27
TGGT1_201870,#N/A,#N/A,-0.27
TGGT1_258750,#N/A,#N/A,-0.27
TGGT1_265000,#N/A,#N/A,-0.27
TGGT1_252395,#N/A,#N/A,-0.27
TGGT1_289110,#N/A,#N/A,-0.27
TGGT1_280750,PF3D7_1037700,PBANKA_0520600,-0.26
TGGT1_237080,#N/A,#N/A,-0.26
